id,Y,X,altitude,name,top,bottom,xx,tt,zz,t
Z32,39481631.88,3851810.89,37.82,,208,384.32,,,下石盒子
Z2,39481103.75,3851767.21,38.66,,226.1,432.31,,,下石盒子
Z36,39480829.33,3851501.7,38.01,,365.7,400.25,,,下石盒子
Z4,39487483.9,3853585.4,37.33,,228.6,590.23,,,下石盒子
Z44,39479184.14,3851362.04,38.68,,223,388.99,,,下石盒子
Z48,39478667.74,3851225.34,38.1,,238,350.42,,,下石盒子
