X,Y,top, "ZLEVEL"
3851746.4532889584079, 39479681.078592970967, -550, "-550"
3851741.2050597476773, 39479629.371055282652, -550, "-550"
3851740.086615385022, 39479623.439824439585, -550, "-550"
3851731.565810142085, 39479577.663517594337, -550, "-550"
3851718.395251121372, 39479525.955979906023, -550, "-550"
3851703.0463654035702, 39479474.248442217708, -550, "-550"
3851688.9778461544774, 39479430.790256418288, -550, "-550"
3851686.3772440813482, 39479422.540904529393, -550, "-550"
3851669.3981019123457, 39479370.833366841078, -550, "-550"
3851652.3468934069388, 39479319.125829152763, -550, "-550"
3851637.8690769234672, 39479274.142449066043, -550, "-550"
3851635.8437650809065, 39479267.418291464448, -550, "-550"
3851621.028640135657, 39479215.710753776133, -550, "-550"
3851608.2669298686087, 39479164.003216087818, -550, "-550"
3851598.365727245342, 39479112.295678399503, -550, "-550"
3851591.7876956122927, 39479060.588140711188, -550, "-550"
3851588.4202328952961, 39479008.880603022873, -550, "-550"
3851587.799207767006, 39478957.173065334558, -550, "-550"
3851589.2985954489559, 39478905.465527646244, -550, "-550"
3851592.1991278091446, 39478853.757989957929, -550, "-550"
3851595.7877023350447, 39478802.050452269614, -550, "-550"
3851599.438929182943, 39478750.342914581299, -550, "-550"
3851602.6539289355278, 39478698.635376892984, -550, "-550"
3851605.0718085723929, 39478646.927839204669, -550, "-550"
3851606.4644955350086, 39478595.220301516354, -550, "-550"
3851606.7196093206294, 39478543.512763828039, -550, "-550"
3851605.8168900213204, 39478491.805226139724, -550, "-550"
3851603.8042909111828, 39478440.097688451409, -550, "-550"
3851600.7775462777354, 39478388.390150763094, -550, "-550"
3851596.8640756639652, 39478336.68261307478, -550, "-550"
3851592.2102679992095, 39478284.975075386465, -550, "-550"
3851586.9705839073285, 39478233.26753769815, -550, "-550"
3851586.7603076929227, 39478231.281064718962, -550, "-550"
3851581.2883521881886, 39478181.560000009835, -550, "-550"
3852824.3673414625227, 39488471.360000006855, -500, "-500"
3852835.8060818286613, 39488419.65246231854, -500, "-500"
3852835.8060818286613, 39488419.65246231854, -500, "-500"
3852847.0903775799088, 39488367.944924630225, -500, "-500"
3852858.0076757655479, 39488316.23738694191, -500, "-500"
3852864.4795384621248, 39488283.713754244149, -500, "-500"
3852868.270773421973, 39488264.529849253595, -500, "-500"
3852877.5952369184233, 39488212.82231156528, -500, "-500"
3852885.6704813032411, 39488161.114773876965, -500, "-500"
3852892.1774362633005, 39488109.40723618865, -500, "-500"
3852896.9250164600089, 39488057.699698500335, -500, "-500"
3852899.9207772193477, 39488005.99216081202, -500, "-500"
3852901.3752563279122, 39487954.284623123705, -500, "-500"
3852901.6401847158559, 39487902.57708543539, -500, "-500"
3852901.1243697535247, 39487850.869547747076, -500, "-500"
3852900.2306471476331, 39487799.162010058761, -500, "-500"
3852899.3272729888558, 39487747.454472370446, -500, "-500"
3852898.7419888526201, 39487695.746934682131, -500, "-500"
3852898.7575672324747, 39487644.039396993816, -500, "-500"
3852899.5896155158989, 39487592.331859305501, -500, "-500"
3852899.5896155158989, 39487592.331859305501, -500, "-500"
3852899.5896155158989, 39487592.331859305501, -500, "-500"
3852940.4078899086453, 39486982.29945743829, -500, "-500"
3852940.9326314935461, 39486971.841407045722, -500, "-500"
3852940.9326314935461, 39486971.841407045722, -500, "-500"
3852942.9655811917037, 39486920.133869357407, -500, "-500"
3852944.359359330032, 39486868.426331669092, -500, "-500"
3852945.0370793323964, 39486816.718793980777, -500, "-500"
3852944.9268312552013, 39486765.011256292462, -500, "-500"
3852943.9690052908845, 39486713.303718596697, -500, "-500"
3852942.1279810080305, 39486661.596180908382, -500, "-500"
3852939.409609336406, 39486609.888643220067, -500, "-500"
3852935.883554817643, 39486558.181105531752, -500, "-500"
3852931.6991525399499, 39486506.473567843437, -500, "-500"
3852927.0632954230532, 39486454.766030155122, -500, "-500"
3852922.1530401110649, 39486403.058492466807, -500, "-500"
3852917.0163754583336, 39486351.350954778492, -500, "-500"
3852915.5883076926693, 39486337.824447110295, -500, "-500"
3852911.6315320297144, 39486299.643417090178, -500, "-500"
3852905.8501219400205, 39486247.935879401863, -500, "-500"
3852899.5605763788335, 39486196.228341713548, -500, "-500"
3852892.7507000863552, 39486144.520804025233, -500, "-500"
3852885.4800242111087, 39486092.813266336918, -500, "-500"
3852877.8549944609404, 39486041.105728648603, -500, "-500"
3852870.003277126234, 39485989.398190960288, -500, "-500"
3852864.4795384621248, 39485953.36509129405, -500, "-500"
3852862.0629985164851, 39485937.690653271973, -500, "-500"
3852854.1479996205308, 39485885.983115583658, -500, "-500"
3852846.3190245083533, 39485834.275577895343, -500, "-500"
3852838.6467612436973, 39485782.568040207028, -500, "-500"
3852831.193824603688, 39485730.860502518713, -500, "-500"
3852824.046241634991, 39485679.152964830399, -500, "-500"
3852817.3563258051872, 39485627.445427142084, -500, "-500"
3852813.3707692311145, 39485592.674838706851, -500, "-500"
3852811.3690449637361, 39485575.737889453769, -500, "-500"
3852806.3754497272894, 39485524.030351765454, -500, "-500"
3852802.5806566011161, 39485472.322814077139, -500, "-500"
3852799.8979760650545, 39485420.615276388824, -500, "-500"
3852797.964041412808, 39485368.907738700509, -500, "-500"
3852796.3368413001299, 39485317.200201012194, -500, "-500"
3852794.6326443548314, 39485265.492663323879, -500, "-500"
3852792.5575009561144, 39485213.785125635564, -500, "-500"
3852789.895838232711, 39485162.077587947249, -500, "-500"
3852786.4980487162247, 39485110.370050258934, -500, "-500"
3852782.2872138191015, 39485058.66251257062, -500, "-500"
3852777.334587875288, 39485006.954974882305, -500, "-500"
3852772.3893787646666, 39484955.24743719399, -500, "-500"
3852770.0802441630512, 39484903.539899505675, -500, "-500"
3852769.625117752701, 39484851.83236181736, -500, "-500"
3852768.9053706759587, 39484800.124824129045, -500, "-500"
3852767.5055481097661, 39484748.41728644073, -500, "-500"
3852765.5308502572589, 39484696.709748752415, -500, "-500"
3852763.3615228747949, 39484645.0022110641, -500, "-500"
3852762.26200000057, 39484612.554971121252, -500, "-500"
3852761.6413497119211, 39484593.294673375785, -500, "-500"
3852761.1201727297157, 39484541.58713568747, -500, "-500"
3852762.26200000057, 39484498.525145076215, -500, "-500"
3852762.4942810176872, 39484489.879597999156, -500, "-500"
3852766.1011161333881, 39484438.172060310841, -500, "-500"
3852771.6035268642008, 39484386.464522622526, -500, "-500"
3852778.0801590504125, 39484334.756984934211, -500, "-500"
3852784.401706234552, 39484283.049447245896, -500, "-500"
3852789.529164116364, 39484231.341909557581, -500, "-500"
3852792.5722816167399, 39484179.634371869266, -500, "-500"
3852792.749360227026, 39484127.926834180951, -500, "-500"
3852789.3530997247435, 39484076.219296492636, -500, "-500"
3852781.76434603706, 39484024.511758804321, -500, "-500"
3852769.5310315615498, 39483972.804221116006, -500, "-500"
3852762.26200000057, 39483950.908677011728, -500, "-500"
3852753.2963779843412, 39483921.096683427691, -500, "-500"
3852733.7417604625225, 39483869.389145739377, -500, "-500"
3852711.1532307695597, 39483817.747867450118, -500, "-500"
3852711.1274756179191, 39483817.681608051062, -500, "-500"
3852688.2802662709728, 39483765.974070362747, -500, "-500"
3852664.7644947413355, 39483714.266532674432, -500, "-500"
3852660.0444615390152, 39483704.358478933573, -500, "-500"
3852642.3081973977387, 39483662.558994986117, -500, "-500"
3852620.8471537916921, 39483610.851457297802, -500, "-500"
3852608.9356923080049, 39483581.685112200677, -500, "-500"
3852608.9356923080049, 39483581.685112200677, -500, "-500"
3852608.9356923080049, 39483581.685112200677, -500, "-500"
3852327.5650025801733, 39483038.881098017097, -500, "-500"
3852302.2830769233406, 39482991.40261656791, -500, "-500"
3852302.2830769233406, 39482991.40261656791, -500, "-500"
3852301.7415136382915, 39482990.361005030572, -500, "-500"
3852275.4511330709793, 39482938.653467342257, -500, "-500"
3852251.174307692796, 39482889.861461654305, -500, "-500"
3852249.7826942768879, 39482886.945929653943, -500, "-500"
3852225.0794845530763, 39482835.238391965628, -500, "-500"
3852200.5134138064459, 39482783.530854277313, -500, "-500"
3852200.0655384617858, 39482782.617011189461, -500, "-500"
3852177.3322933129966, 39482731.823316588998, -500, "-500"
3852154.942061974667, 39482680.115778900683, -500, "-500"
3852148.9567692312412, 39482665.837893813848, -500, "-500"
3852134.445983839687, 39482628.408241212368, -500, "-500"
3852115.7373220575973, 39482576.700703524053, -500, "-500"
3852098.3815823467448, 39482524.993165835738, -500, "-500"
3852097.848000000231, 39482523.285559341311, -500, "-500"
3852081.253712953534, 39482473.285628147423, -500, "-500"
3852063.7679471359588, 39482421.578090459108, -500, "-500"
3852046.7392307696864, 39482373.316665440798, -500, "-500"
3852045.4320156453177, 39482369.870552770793, -500, "-500"
3852026.018276326824, 39482318.163015082479, -500, "-500"
3852005.8729295171797, 39482266.455477394164, -500, "-500"
3851995.6304615386762, 39482240.403702907264, -500, "-500"
3851985.1467967950739, 39482214.747939705849, -500, "-500"
3851964.4890343798324, 39482163.040402017534, -500, "-500"
3851944.6631640442647, 39482111.332864329219, -500, "-500"
3851944.5216923081316, 39482110.926649354398, -500, "-500"
3851926.2861599987373, 39482059.625326640904, -500, "-500"
3851910.0856715496629, 39482007.917788952589, -500, "-500"
3851895.9229729636572, 39481956.210251264274, -500, "-500"
3851893.4129230771214, 39481945.726578265429, -500, "-500"
3851883.1164815109223, 39481904.502713575959, -500, "-500"
3851871.3986853719689, 39481852.795175887644, -500, "-500"
3851860.4195584352128, 39481801.087638199329, -500, "-500"
3851849.9682121896185, 39481749.380100511014, -500, "-500"
3851842.3041538465768, 39481709.427195452154, -500, "-500"
3851840.0071366848424, 39481697.6725628227, -500, "-500"
3851831.2175639099441, 39481645.965025134385, -500, "-500"
3851827.0569650796242, 39481594.25748744607, -500, "-500"
3851825.9755293265916, 39481542.549949757755, -500, "-500"
3851825.9534287671559, 39481490.84241206944, -500, "-500"
3851826.8318701819517, 39481439.134874381125, -500, "-500"
3851828.6283313031308, 39481387.42733669281, -500, "-500"
3851831.3863111883402, 39481335.719799004495, -500, "-500"
3851835.1044518961571, 39481284.01226131618, -500, "-500"
3851839.5611965283751, 39481232.304723627865, -500, "-500"
3851842.3041538465768, 39481198.965454012156, -500, "-500"
3851843.6467165458016, 39481180.59718593955, -500, "-500"
3851844.6429782113992, 39481128.889648251235, -500, "-500"
3851842.3041538465768, 39481110.149819910526, -500, "-500"
3851837.8524377201684, 39481077.182110562921, -500, "-500"
3851819.5601521213539, 39481025.474572874606, -500, "-500"
3851794.5585423954763, 39480973.767035186291, -500, "-500"
3851791.1953846160322, 39480966.356499657035, -500, "-500"
3851762.2242933735251, 39480922.059497497976, -500, "-500"
3851740.086615385022, 39480882.296958953142, -500, "-500"
3851729.8530061626807, 39480870.351959809661, -500, "-500"
3851702.4235599418171, 39480818.644422121346, -500, "-500"
3851697.5913273342885, 39480766.936884433031, -500, "-500"
3851710.6728316769004, 39480715.229346744716, -500, "-500"
3851728.3207722161897, 39480663.521809056401, -500, "-500"
3851739.6708802264184, 39480611.814271368086, -500, "-500"
3851737.9870018186048, 39480560.106733679771, -500, "-500"
3851723.8613572907634, 39480508.399195991457, -500, "-500"
3851703.2783215167001, 39480456.691658303142, -500, "-500"
3851688.9778461544774, 39480425.718745678663, -500, "-500"
3851681.2983351396397, 39480404.984120614827, -500, "-500"
3851659.5229016733356, 39480353.276582926512, -500, "-500"
3851637.8690769234672, 39480303.697741813958, -500, "-500"
3851637.0889952192083, 39480301.569045238197, -500, "-500"
3851616.4677301729098, 39480249.861507549882, -500, "-500"
3851596.6049474454485, 39480198.153969861567, -500, "-500"
3851586.7603076929227, 39480169.023854978383, -500, "-500"
3851580.4084890414961, 39480146.446432173252, -500, "-500"
3851571.2553743966855, 39480094.738894484937, -500, "-500"
3851570.2833498306572, 39480043.031356796622, -500, "-500"
3851574.5932145402767, 39479991.323819108307, -500, "-500"
3851580.9410131778568, 39479939.616281419992, -500, "-500"
3851586.7603076929227, 39479894.920957475901, -500, "-500"
3851587.7499030991457, 39479887.908743724227, -500, "-500"
3851594.3578016711399, 39479836.201206035912, -500, "-500"
3851600.1176774129272, 39479784.493668347597, -500, "-500"
3851604.8141145394184, 39479732.786130659282, -500, "-500"
3851607.8060058876872, 39479681.078592970967, -500, "-500"
3851603.3622051188722, 39479629.371055282652, -500, "-500"
3851591.3884226130322, 39479577.663517594337, -500, "-500"
3851586.7603076929227, 39479559.870059147477, -500, "-500"
3851578.069500031881, 39479525.955979906023, -500, "-500"
3851564.5044339606538, 39479474.248442217708, -500, "-500"
3851551.1550801289268, 39479422.540904529393, -500, "-500"
3851538.2961436635815, 39479370.833366841078, -500, "-500"
3851535.6515384619124, 39479359.867926098406, -500, "-500"
3851526.1435307725333, 39479319.125829152763, -500, "-500"
3851514.9380766698159, 39479267.418291464448, -500, "-500"
3851504.6351635176688, 39479215.710753776133, -500, "-500"
3851494.9129317020997, 39479164.003216087818, -500, "-500"
3851485.6883674724959, 39479112.295678399503, -500, "-500"
3851484.5427692313679, 39479105.017098560929, -500, "-500"
3851477.1576318084262, 39479060.588140711188, -500, "-500"
3851470.1163085699081, 39479008.880603022873, -500, "-500"
3851464.8589515732601, 39478957.173065334558, -500, "-500"
3851461.2393449135125, 39478905.465527646244, -500, "-500"
3851458.8732705684379, 39478853.757989957929, -500, "-500"
3851457.2127594337799, 39478802.050452269614, -500, "-500"
3851455.5798237193376, 39478750.342914581299, -500, "-500"
3851453.2240869291127, 39478698.635376892984, -500, "-500"
3851449.4459319687448, 39478646.927839204669, -500, "-500"
3851443.7608139547519, 39478595.220301516354, -500, "-500"
3851435.996753315907, 39478543.512763828039, -500, "-500"
3851433.4340000003576, 39478529.345474921167, -500, "-500"
3851426.1684184814803, 39478491.805226139724, -500, "-500"
3851414.4941828963347, 39478440.097688451409, -500, "-500"
3851401.3332298602909, 39478388.390150763094, -500, "-500"
3851387.0356539385393, 39478336.68261307478, -500, "-500"
3851382.3252307698131, 39478319.976832538843, -500, "-500"
3851371.6711321398616, 39478284.975075386465, -500, "-500"
3851355.7815961209126, 39478233.26753769815, -500, "-500"
3851339.9475510171615, 39478181.560000009835, -500, "-500"
3852535.9878598656505, 39488471.360000006855, -450, "-450"
3852549.8382780048996, 39488419.65246231854, -450, "-450"
3852557.8269230774604, 39488389.489518582821, -450, "-450"
3852563.4236950511113, 39488367.944924630225, -450, "-450"
3852576.6369758876972, 39488316.23738694191, -450, "-450"
3852589.4597169053741, 39488264.529849253595, -450, "-450"
3852601.7866475852206, 39488212.82231156528, -450, "-450"
3852608.9356923080049, 39488181.505923949182, -450, "-450"
3852613.4881955208257, 39488161.114773876965, -450, "-450"
3852624.4725994276814, 39488109.40723618865, -450, "-450"
3852634.7402616590261, 39488057.699698500335, -450, "-450"
3852644.2792359446175, 39488005.99216081202, -450, "-450"
3852653.124179775361, 39487954.284623123705, -450, "-450"
3852660.0444615390152, 39487910.989450454712, -450, "-450"
3852661.3407428953797, 39487902.57708543539, -450, "-450"
3852668.9739070977084, 39487850.869547747076, -450, "-450"
3852676.2228932455182, 39487799.162010058761, -450, "-450"
3852683.2411670666188, 39487747.454472370446, -450, "-450"
3852690.1820516679436, 39487695.746934682131, -450, "-450"
3852697.1856325631961, 39487644.039396993816, -450, "-450"
3852704.3669857615605, 39487592.331859305501, -450, "-450"
3852711.1532307695597, 39487545.276130631566, -450, "-450"
3852711.7933446769603, 39487540.624321617186, -450, "-450"
3852719.3741580294445, 39487488.916783928871, -450, "-450"
3852727.2443657391705, 39487437.209246240556, -450, "-450"
3852735.3660206892528, 39487385.501708552241, -450, "-450"
3852743.6672117682174, 39487333.794170863926, -450, "-450"
3852752.0524060544558, 39487282.086633175611, -450, "-450"
3852760.4116734829731, 39487230.379095487297, -450, "-450"
3852762.26200000057, 39487218.966604627669, -450, "-450"
3852768.5394314550795, 39487178.671557798982, -450, "-450"
3852776.3903345060535, 39487126.964020110667, -450, "-450"
3852783.8683872637339, 39487075.256482422352, -450, "-450"
3852790.8469690694474, 39487023.548944734037, -450, "-450"
3852797.193992849905, 39486971.841407045722, -450, "-450"
3852802.7709268857725, 39486920.133869357407, -450, "-450"
3852807.4333108668216, 39486868.426331669092, -450, "-450"
3852811.0333896647207, 39486816.718793980777, -450, "-450"
3852813.3707692311145, 39486766.221288897097, -450, "-450"
3852813.425944597926, 39486765.011256292462, -450, "-450"
3852814.4920201501809, 39486713.303718596697, -450, "-450"
3852814.0796348177828, 39486661.596180908382, -450, "-450"
3852813.3707692311145, 39486643.172053948045, -450, "-450"
3852812.1301339026541, 39486609.888643220067, -450, "-450"
3852808.6976439589635, 39486558.181105531752, -450, "-450"
3852804.0145755438134, 39486506.473567843437, -450, "-450"
3852798.8627736833878, 39486454.766030155122, -450, "-450"
3852794.4761481522582, 39486403.058492466807, -450, "-450"
3852790.6217052564025, 39486351.350954778492, -450, "-450"
3852786.2525727539323, 39486299.643417090178, -450, "-450"
3852780.9030497828498, 39486247.935879401863, -450, "-450"
3852774.5147492042743, 39486196.228341713548, -450, "-450"
3852767.1966949752532, 39486144.520804025233, -450, "-450"
3852762.26200000057, 39486112.826147951186, -450, "-450"
3852759.1288714655675, 39486092.813266336918, -450, "-450"
3852750.467360440176, 39486041.105728648603, -450, "-450"
3852741.3457268238999, 39485989.398190960288, -450, "-450"
3852731.8922306890599, 39485937.690653271973, -450, "-450"
3852722.1801927071065, 39485885.983115583658, -450, "-450"
3852712.2226469465531, 39485834.275577895343, -450, "-450"
3852711.1532307695597, 39485828.789982847869, -450, "-450"
3852702.0263508828357, 39485782.568040207028, -450, "-450"
3852691.5276113478467, 39485730.860502518713, -450, "-450"
3852680.6149598397315, 39485679.152964830399, -450, "-450"
3852669.2209969148971, 39485627.445427142084, -450, "-450"
3852660.0444615390152, 39485585.996122203767, -450, "-450"
3852657.7161605572328, 39485575.737889453769, -450, "-450"
3852647.7496928763576, 39485524.030351765454, -450, "-450"
3852642.7231955230236, 39485472.322814077139, -450, "-450"
3852640.210069690831, 39485420.615276388824, -450, "-450"
3852637.9539215145633, 39485368.907738700509, -450, "-450"
3852635.349276992958, 39485317.200201012194, -450, "-450"
3852632.2256530146115, 39485265.492663323879, -450, "-450"
3852628.5497975675389, 39485213.785125635564, -450, "-450"
3852624.3550054114312, 39485162.077587947249, -450, "-450"
3852619.7382517540827, 39485110.370050258934, -450, "-450"
3852614.9024732513353, 39485058.66251257062, -450, "-450"
3852610.2619965840131, 39485006.954974882305, -450, "-450"
3852608.9356923080049, 39484988.746790766716, -450, "-450"
3852606.5430810684338, 39484955.24743719399, -450, "-450"
3852604.2692306996323, 39484903.539899505675, -450, "-450"
3852603.2001798436977, 39484851.83236181736, -450, "-450"
3852602.6684702299535, 39484800.124824129045, -450, "-450"
3852602.2349460059777, 39484748.41728644073, -450, "-450"
3852601.7252117982134, 39484696.709748752415, -450, "-450"
3852601.1180995553732, 39484645.0022110641, -450, "-450"
3852600.4729923447594, 39484593.294673375785, -450, "-450"
3852599.8858152679168, 39484541.58713568747, -450, "-450"
3852599.5659380988218, 39484489.879597999156, -450, "-450"
3852600.8965486232191, 39484438.172060310841, -450, "-450"
3852603.165500279516, 39484386.464522622526, -450, "-450"
3852605.3452785154805, 39484334.756984934211, -450, "-450"
3852607.0899970084429, 39484283.049447245896, -450, "-450"
3852608.0462033706717, 39484231.341909557581, -450, "-450"
3852607.850005865097, 39484179.634371869266, -450, "-450"
3852606.1630587633699, 39484127.926834180951, -450, "-450"
3852602.7119969823398, 39484076.219296492636, -450, "-450"
3852597.3263331395574, 39484024.511758804321, -450, "-450"
3852589.9696801453829, 39483972.804221116006, -450, "-450"
3852580.7562424410135, 39483921.096683427691, -450, "-450"
3852569.9438123623841, 39483869.389145739377, -450, "-450"
3852557.8987733372487, 39483817.681608051062, -450, "-450"
3852557.8269230774604, 39483817.408305548131, -450, "-450"
3852545.1682935589924, 39483765.974070362747, -450, "-450"
3852531.8964416547678, 39483714.266532674432, -450, "-450"
3852518.2923450623639, 39483662.558994986117, -450, "-450"
3852506.7181538464502, 39483619.835518166423, -450, "-450"
3852504.3374621141702, 39483610.851457297802, -450, "-450"
3852489.0685396492481, 39483559.143919609487, -450, "-450"
3852470.1906984560192, 39483507.436381921172, -450, "-450"
3852455.6093846159056, 39483478.791029445827, -450, "-450"
3852444.1201044516638, 39483455.728844232857, -450, "-450"
3852415.2105792141519, 39483404.021306544542, -450, "-450"
3852404.5006153848954, 39483385.385816596448, -450, "-450"
3852384.8811549008824, 39483352.313768856227, -450, "-450"
3852354.212139796, 39483300.606231160462, -450, "-450"
3852353.3918461543508, 39483299.205206632614, -450, "-450"
3852323.122723761946, 39483248.898693472147, -450, "-450"
3852302.2830769233406, 39483213.068879984319, -450, "-450"
3852292.9174077576026, 39483197.191155783832, -450, "-450"
3852263.6960725970566, 39483145.483618095517, -450, "-450"
3852251.174307692796, 39483122.328848727047, -450, "-450"
3852235.8786220382899, 39483093.776080407202, -450, "-450"
3852209.7072965148836, 39483042.068542718887, -450, "-450"
3852200.0655384617858, 39483022.105671040714, -450, "-450"
3852185.149405922275, 39482990.361005030572, -450, "-450"
3852162.2262311661616, 39482938.653467342257, -450, "-450"
3852148.9567692312412, 39482907.260414227843, -450, "-450"
3852140.7446692101657, 39482886.945929653943, -450, "-450"
3852120.6928758523427, 39482835.238391965628, -450, "-450"
3852101.8496196088381, 39482783.530854277313, -450, "-450"
3852097.848000000231, 39482772.401654183865, -450, "-450"
3852084.1746149361134, 39482731.823316588998, -450, "-450"
3852067.360314913094, 39482680.115778900683, -450, "-450"
3852050.5079314368777, 39482628.408241212368, -450, "-450"
3852046.7392307696864, 39482617.633528605103, -450, "-450"
3852032.2921323636547, 39482576.700703524053, -450, "-450"
3852011.7644704263657, 39482524.993165835738, -450, "-450"
3851995.6304615386762, 39482486.734336480498, -450, "-450"
3851989.3432394224219, 39482473.285628147423, -450, "-450"
3851965.3369902628474, 39482421.578090459108, -450, "-450"
3851944.5216923081316, 39482377.003496870399, -450, "-450"
3851940.883022651542, 39482369.870552770793, -450, "-450"
3851915.5644381558523, 39482318.163015082479, -450, "-450"
3851893.4129230771214, 39482271.882322207093, -450, "-450"
3851890.6439789840952, 39482266.455477394164, -450, "-450"
3851865.8014518525451, 39482214.747939705849, -450, "-450"
3851842.3739530551247, 39482163.040402017534, -450, "-450"
3851842.3041538465768, 39482162.873134285212, -450, "-450"
3851819.84743862506, 39482111.332864329219, -450, "-450"
3851799.3189164348878, 39482059.625326640904, -450, "-450"
3851791.1953846160322, 39482036.947445765138, -450, "-450"
3851780.3354835868813, 39482007.917788952589, -450, "-450"
3851762.9417932322249, 39481956.210251264274, -450, "-450"
3851747.0991560867988, 39481904.502713575959, -450, "-450"
3851740.086615385022, 39481879.932714380324, -450, "-450"
3851732.0590948187746, 39481852.795175887644, -450, "-450"
3851717.5882184244692, 39481801.087638199329, -450, "-450"
3851704.2495381147601, 39481749.380100511014, -450, "-450"
3851692.444192929659, 39481697.6725628227, -450, "-450"
3851688.9778461544774, 39481679.319447144866, -450, "-450"
3851682.4244862482883, 39481645.965025134385, -450, "-450"
3851674.4494362296537, 39481594.25748744607, -450, "-450"
3851668.270835835021, 39481542.549949757755, -450, "-450"
3851663.3507494083606, 39481490.84241206944, -450, "-450"
3851659.2678288845345, 39481439.134874381125, -450, "-450"
3851655.6810026904568, 39481387.42733669281, -450, "-450"
3851652.1947019780055, 39481335.719799004495, -450, "-450"
3851648.1479099839926, 39481284.01226131618, -450, "-450"
3851642.0993678565137, 39481232.304723627865, -450, "-450"
3851637.8690769234672, 39481211.797828488052, -450, "-450"
3851630.4938126713969, 39481180.59718593955, -450, "-450"
3851606.9332903246395, 39481128.889648251235, -450, "-450"
3851586.7603076929227, 39481102.79945384711, -450, "-450"
3851568.5547784417868, 39481077.182110562921, -450, "-450"
3851535.6515384619124, 39481042.001545473933, -450, "-450"
3851522.9707302018069, 39481025.474572874606, -450, "-450"
3851484.5427692313679, 39480981.940694883466, -450, "-450"
3851479.1486797402613, 39480973.767035186291, -450, "-450"
3851445.5234486209229, 39480922.059497497976, -450, "-450"
3851433.4340000003576, 39480897.849698573351, -450, "-450"
3851423.3518016319722, 39480870.351959809661, -450, "-450"
3851415.8460673163645, 39480818.644422121346, -450, "-450"
3851421.3675097175874, 39480766.936884433031, -450, "-450"
3851433.4340000003576, 39480719.873905017972, -450, "-450"
3851434.9949374697171, 39480715.229346744716, -450, "-450"
3851453.5702577722259, 39480663.521809056401, -450, "-450"
3851470.3558816718869, 39480611.814271368086, -450, "-450"
3851483.2274915301241, 39480560.106733679771, -450, "-450"
3851484.5427692313679, 39480551.860960647464, -450, "-450"
3851492.1461954433471, 39480508.399195991457, -450, "-450"
3851495.7178821708076, 39480456.691658303142, -450, "-450"
3851494.7205409700982, 39480404.984120614827, -450, "-450"
3851490.28245547181, 39480353.276582926512, -450, "-450"
3851484.5427692313679, 39480309.478657670319, -450, "-450"
3851483.6187497978099, 39480301.569045238197, -450, "-450"
3851476.0972354593687, 39480249.861507549882, -450, "-450"
3851468.4593258607201, 39480198.153969861567, -450, "-450"
3851461.7695801113732, 39480146.446432173252, -450, "-450"
3851456.8665579562075, 39480094.738894484937, -450, "-450"
3851454.0811302871443, 39480043.031356796622, -450, "-450"
3851453.1839295779355, 39479991.323819108307, -450, "-450"
3851453.6182078123093, 39479939.616281419992, -450, "-450"
3851454.7433450804092, 39479887.908743724227, -450, "-450"
3851455.9395557814278, 39479836.201206035912, -450, "-450"
3851456.5923558478244, 39479784.493668347597, -450, "-450"
3851456.0197240649723, 39479732.786130659282, -450, "-450"
3851453.4776311148889, 39479681.078592970967, -450, "-450"
3851448.4792997171171, 39479629.371055282652, -450, "-450"
3851441.2647262178361, 39479577.663517594337, -450, "-450"
3851433.4340000003576, 39479530.731335274875, -450, "-450"
3851432.6464275824837, 39479525.955979906023, -450, "-450"
3851423.310933615081, 39479474.248442217708, -450, "-450"
3851413.9661144288257, 39479422.540904529393, -450, "-450"
3851405.1295742136426, 39479370.833366841078, -450, "-450"
3851397.1967118787579, 39479319.125829152763, -450, "-450"
3851390.4759960789233, 39479267.418291464448, -450, "-450"
3851385.0680512473918, 39479215.710753776133, -450, "-450"
3851382.3252307698131, 39479198.102436497808, -450, "-450"
3851376.2428576494567, 39479164.003216087818, -450, "-450"
3851361.9956157654524, 39479112.295678399503, -450, "-450"
3851349.3399077006616, 39479060.588140711188, -450, "-450"
3851338.6636557457969, 39479008.880603022873, -450, "-450"
3851331.2164615388028, 39478964.772258713841, -450, "-450"
3851329.8201072686352, 39478957.173065334558, -450, "-450"
3851322.3977199336514, 39478905.465527646244, -450, "-450"
3851316.7377856015228, 39478853.757989957929, -450, "-450"
3851312.4811819498427, 39478802.050452269614, -450, "-450"
3851308.9773956709541, 39478750.342914581299, -450, "-450"
3851304.7528776195832, 39478698.635376892984, -450, "-450"
3851296.161415909417, 39478646.927839204669, -450, "-450"
3851280.4776556156576, 39478595.220301516354, -450, "-450"
3851280.1076923082583, 39478594.200968638062, -450, "-450"
3851258.4104447672144, 39478543.512763828039, -450, "-450"
3851234.3239134093747, 39478491.805226139724, -450, "-450"
3851228.998923077248, 39478480.493288360536, -450, "-450"
3851207.722694543656, 39478440.097688451409, -450, "-450"
3851180.4241028926335, 39478388.390150763094, -450, "-450"
3851177.8901538467035, 39478383.536119438708, -450, "-450"
3851151.5969584323466, 39478336.68261307478, -450, "-450"
3851126.7813846156932, 39478292.61293540895, -450, "-450"
3851122.313039640896, 39478284.975075386465, -450, "-450"
3851092.8213021564297, 39478233.26753769815, -450, "-450"
3851075.6726153851487, 39478200.798636235297, -450, "-450"
3851065.9998568017036, 39478181.560000009835, -450, "-450"
3852226.5827495530248, 39488471.360000006855, -400, "-400"
3852244.4258075538091, 39488419.65246231854, -400, "-400"
