X,Y,top, "ZLEVEL"
3853430.7540401928127, 39485885.983115583658, -700, "-700"
3853426.6760000004433, 39485870.171990938485, -700, "-700"
3853418.4117791042663, 39485834.275577895343, -700, "-700"
3853410.6535734282807, 39485782.568040207028, -700, "-700"
3853426.6760000004433, 39485735.602139659226, -700, "-700"
3853428.6211102604866, 39485730.860502518713, -700, "-700"
3853457.9057269003242, 39485679.152964830399, -700, "-700"
3853477.7847692309879, 39485642.61284571141, -700, "-700"
3853486.6465743500739, 39485627.445427142084, -700, "-700"
3853516.8864673278295, 39485575.737889453769, -700, "-700"
3853528.8935384619981, 39485555.007747754455, -700, "-700"
3853547.9072002391331, 39485524.030351765454, -700, "-700"
3853579.4711105758324, 39485472.322814077139, -700, "-700"
3853580.0023076925427, 39485471.45443931967, -700, "-700"
3853612.5108224931173, 39485420.615276388824, -700, "-700"
3853631.1110769235529, 39485391.59941007942, -700, "-700"
3853646.0789692206308, 39485368.907738700509, -700, "-700"
3853680.347322806716, 39485317.200201012194, -700, "-700"
3853682.2198461540975, 39485314.398965299129, -700, "-700"
3853715.169251551386, 39485265.492663323879, -700, "-700"
3853733.3286153851077, 39485238.616369009018, -700, "-700"
3853749.8929054620676, 39485213.785125635564, -700, "-700"
3853783.9917003633454, 39485162.077587947249, -700, "-700"
3853784.4373846156523, 39485161.395028479397, -700, "-700"
3853816.31054214295, 39485110.370050258934, -700, "-700"
3853835.5461538466625, 39485077.813509404659, -700, "-700"
3853846.2744813254103, 39485058.66251257062, -700, "-700"
3853872.8370897881687, 39485006.954974882305, -700, "-700"
3853886.6549230772071, 39484976.04696431756, -700, "-700"
3853895.5519961873069, 39484955.24743719399, -700, "-700"
3853914.0842663180083, 39484903.539899505675, -700, "-700"
3853928.320375289768, 39484851.83236181736, -700, "-700"
3853937.7636923082173, 39484803.5736175403, -700, "-700"
3853938.4460335960612, 39484800.124824129045, -700, "-700"
3853944.9545052465983, 39484748.41728644073, -700, "-700"
3853948.0138003383763, 39484696.709748752415, -700, "-700"
3853948.0593848819844, 39484645.0022110641, -700, "-700"
3853945.5238376948982, 39484593.294673375785, -700, "-700"
3853940.809515514411, 39484541.58713568747, -700, "-700"
3853937.7636923082173, 39484517.307081401348, -700, "-700"
3853934.2500925869681, 39484489.879597999156, -700, "-700"
3853926.1251422325149, 39484438.172060310841, -700, "-700"
3853916.6882190131582, 39484386.464522622526, -700, "-700"
3853906.0967502081767, 39484334.756984934211, -700, "-700"
3853894.4226710605435, 39484283.049447245896, -700, "-700"
3853886.6549230772071, 39484251.596306763589, -700, "-700"
3853881.6646803962067, 39484231.341909557581, -700, "-700"
3853867.8266022978351, 39484179.634371869266, -700, "-700"
3853852.796273523476, 39484127.926834180951, -700, "-700"
3853836.3706226404756, 39484076.219296492636, -700, "-700"
3853835.5461538466625, 39484073.870584838092, -700, "-700"
3853818.5700076953508, 39484024.511758804321, -700, "-700"
3853798.9442315292545, 39483972.804221116006, -700, "-700"
3853784.4373846156523, 39483938.527597509325, -700, "-700"
3853777.2384025636129, 39483921.096683427691, -700, "-700"
3853753.2591494228691, 39483869.389145739377, -700, "-700"
3853733.3286153851077, 39483831.417248807847, -700, "-700"
3853726.2606334509328, 39483817.681608051062, -700, "-700"
3853695.9725327389315, 39483765.974070362747, -700, "-700"
3853682.2198461540975, 39483745.380075655878, -700, "-700"
3853661.4575794707052, 39483714.266532674432, -700, "-700"
3853631.1110769235529, 39483674.7730935812, -700, "-700"
3853621.5537458588369, 39483662.558994986117, -700, "-700"
3853580.0023076925427, 39483616.322715736926, -700, "-700"
3853574.8449776703492, 39483610.851457297802, -700, "-700"
3853528.8935384619981, 39483567.786275789142, -700, "-700"
3853518.8245664676651, 39483559.143919609487, -700, "-700"
3853477.7847692309879, 39483527.136051878333, -700, "-700"
3853448.9196709888056, 39483507.436381921172, -700, "-700"
3853426.6760000004433, 39483493.088021762669, -700, "-700"
3853375.5672307694331, 39483464.786781437695, -700, "-700"
3853355.9192876294255, 39483455.728844232857, -700, "-700"
3853324.4584615388885, 39483441.085300333798, -700, "-700"
3853273.3496923078783, 39483421.502429373562, -700, "-700"
3853222.2409230773337, 39483405.926881790161, -700, "-700"
3853214.3481614296325, 39483404.021306544542, -700, "-700"
3853171.1321538463235, 39483392.151113651693, -700, "-700"
3853120.0233846157789, 39483380.471403844655, -700, "-700"
3853068.9146153847687, 39483370.083754733205, -700, "-700"
3853017.8058461542241, 39483358.848784036934, -700, "-700"
3852999.5342977684923, 39483352.313768856227, -700, "-700"
3852966.6970769236796, 39483316.039531469345, -700, "-700"
3852962.143372122664, 39483300.606231160462, -700, "-700"
3852950.0089925690554, 39483248.898693472147, -700, "-700"
3852936.890987993218, 39483197.191155783832, -700, "-700"
3852921.7346069747582, 39483145.483618095517, -700, "-700"
3852915.5883076926693, 39483127.198261186481, -700, "-700"
3852905.7657562852837, 39483093.776080407202, -700, "-700"
3852888.0931857340038, 39483042.068542718887, -700, "-700"
3852868.0826226980425, 39482990.361005030572, -700, "-700"
3852864.4795384621248, 39482981.734618060291, -700, "-700"
3852847.3383488319814, 39482938.653467342257, -700, "-700"
3852824.8639211682603, 39482886.945929653943, -700, "-700"
3852813.3707692311145, 39482861.947919845581, -700, "-700"
3852801.3367006364278, 39482835.238391965628, -700, "-700"
3852776.8966857423075, 39482783.530854277313, -700, "-700"
3852762.26200000057, 39482753.591408863664, -700, "-700"
3852751.668536211364, 39482731.823316588998, -700, "-700"
3852726.0974616538733, 39482680.115778900683, -700, "-700"
3852711.1532307695597, 39482649.969648525119, -700, "-700"
3852700.4130153185688, 39482628.408241212368, -700, "-700"
3852675.3119215285406, 39482576.700703524053, -700, "-700"
3852660.0444615390152, 39482543.6694464311, -700, "-700"
3852651.3949720617384, 39482524.993165835738, -700, "-700"
3852629.6527250553481, 39482473.285628147423, -700, "-700"
3852610.384246467147, 39482421.578090459108, -700, "-700"
3852608.9356923080049, 39482417.105663344264, -700, "-700"
3852594.2064971639775, 39482369.870552770793, -700, "-700"
3852580.3565510441549, 39482318.163015082479, -700, "-700"
3852568.1756648626179, 39482266.455477394164, -700, "-700"
3852557.8269230774604, 39482218.123635001481, -700, "-700"
3852557.142230683472, 39482214.747939705849, -700, "-700"
3852547.2482662643306, 39482163.040402017534, -700, "-700"
3852537.7770304637961, 39482111.332864329219, -700, "-700"
3852528.6359310764819, 39482059.625326640904, -700, "-700"
3852519.821170126088, 39482007.917788952589, -700, "-700"
3852511.3645834354684, 39481956.210251264274, -700, "-700"
3852506.7181538464502, 39481926.496283493936, -700, "-700"
3852503.3962029395625, 39481904.502713575959, -700, "-700"
3852495.9254218530841, 39481852.795175887644, -700, "-700"
3852488.7743778908625, 39481801.087638199329, -700, "-700"
3852481.8805125178769, 39481749.380100511014, -700, "-700"
3852475.1632123570889, 39481697.6725628227, -700, "-700"
3852468.5379594760016, 39481645.965025134385, -700, "-700"
3852461.9248369843699, 39481594.25748744607, -700, "-700"
3852455.6093846159056, 39481545.356856361032, -700, "-700"
3852455.2616708870046, 39481542.549949757755, -700, "-700"
3852448.6490769712254, 39481490.84241206944, -700, "-700"
3852441.8700653915294, 39481439.134874381125, -700, "-700"
3852434.8857012223452, 39481387.42733669281, -700, "-700"
3852427.6689069303684, 39481335.719799004495, -700, "-700"
3852420.2080057756975, 39481284.01226131618, -700, "-700"
3852412.5117967734113, 39481232.304723627865, -700, "-700"
3852404.6156007857062, 39481180.59718593955, -700, "-700"
3852404.5006153848954, 39481179.873772419989, -700, "-700"
3852396.7619525077753, 39481128.889648251235, -700, "-700"
3852388.8649386344478, 39481077.182110562921, -700, "-700"
3852381.0492122629657, 39481025.474572874606, -700, "-700"
3852373.470620776061, 39480973.767035186291, -700, "-700"
3852366.2988979849033, 39480922.059497497976, -700, "-700"
3852359.6940350276418, 39480870.351959809661, -700, "-700"
3852353.7767569227144, 39480818.644422121346, -700, "-700"
3852353.3918461543508, 39480814.874295681715, -700, "-700"
3852348.6076708734035, 39480766.936884433031, -700, "-700"
3852344.1408348167315, 39480715.229346744716, -700, "-700"
3852340.2654009405524, 39480663.521809056401, -700, "-700"
3852336.792846115306, 39480611.814271368086, -700, "-700"
3852333.4873339626938, 39480560.106733679771, -700, "-700"
3852330.1084844986908, 39480508.399195991457, -700, "-700"
3852326.45319915656, 39480456.691658303142, -700, "-700"
3852322.3854316244833, 39480404.984120614827, -700, "-700"
3852317.848844407592, 39480353.276582926512, -700, "-700"
3852312.8637754400261, 39480301.569045238197, -700, "-700"
3852307.5131889777258, 39480249.861507549882, -700, "-700"
3852302.2830769233406, 39480201.352862901986, -700, "-700"
3852301.9229584713466, 39480198.153969861567, -700, "-700"
3852296.2488526129164, 39480146.446432173252, -700, "-700"
3852290.6266932678409, 39480094.738894484937, -700, "-700"
3852285.1760861878283, 39480043.031356796622, -700, "-700"
3852279.9664374333806, 39479991.323819108307, -700, "-700"
3852275.0048832255416, 39479939.616281419992, -700, "-700"
3852270.2348809023388, 39479887.908743724227, -700, "-700"
3852265.5448086652905, 39479836.201206035912, -700, "-700"
3852260.7834614077583, 39479784.493668347597, -700, "-700"
3852255.7784086326137, 39479732.786130659282, -700, "-700"
3852251.174307692796, 39479688.751759529114, -700, "-700"
3852250.3755236077122, 39479681.078592970967, -700, "-700"
3852244.5440552541986, 39479629.371055282652, -700, "-700"
3852238.0360329081304, 39479577.663517594337, -700, "-700"
3852230.7444587107748, 39479525.955979906023, -700, "-700"
3852222.6113627646118, 39479474.248442217708, -700, "-700"
3852213.6477504447103, 39479422.540904529393, -700, "-700"
3852203.9637425928377, 39479370.833366841078, -700, "-700"
3852200.0655384617858, 39479350.408673837781, -700, "-700"
3852193.9821419822983, 39479319.125829152763, -700, "-700"
3852184.0027228305116, 39479267.418291464448, -700, "-700"
3852174.5545787760057, 39479215.710753776133, -700, "-700"
3852166.5776927461848, 39479164.003216087818, -700, "-700"
3852161.2007655012421, 39479112.295678399503, -700, "-700"
3852159.4413086138666, 39479060.588140711188, -700, "-700"
3852161.8106811270118, 39479008.880603022873, -700, "-700"
3852168.1061976142228, 39478957.173065334558, -700, "-700"
3852177.5633366536349, 39478905.465527646244, -700, "-700"
3852189.2171878218651, 39478853.757989957929, -700, "-700"
3852200.0655384617858, 39478810.701829969883, -700, "-700"
3852202.263903436251, 39478802.050452269614, -700, "-700"
3852216.395608487539, 39478750.342914581299, -700, "-700"
3852230.8702542134561, 39478698.635376892984, -700, "-700"
3852245.3722815425135, 39478646.927839204669, -700, "-700"
3852251.174307692796, 39478626.11235769093, -700, "-700"
3852259.9980527553707, 39478595.220301516354, -700, "-700"
3852274.547126817517, 39478543.512763828039, -700, "-700"
3852288.7568960362114, 39478491.805226139724, -700, "-700"
3852302.2830769233406, 39478441.268867708743, -700, "-700"
3852302.6058341343887, 39478440.097688451409, -700, "-700"
3852316.4687417466193, 39478388.390150763094, -700, "-700"
3852329.9316779575311, 39478336.68261307478, -700, "-700"
3852343.0097387558781, 39478284.975075386465, -700, "-700"
3852353.3918461543508, 39478242.713100627065, -700, "-700"
3852355.785149645526, 39478233.26753769815, -700, "-700"
3852368.4668107181787, 39478181.560000009835, -700, "-700"
3853534.9510359182023, 39488471.360000006855, -650, "-650"
3853538.0840780050494, 39488419.65246231854, -650, "-650"
3853542.5903220409527, 39488367.944924630225, -650, "-650"
3853547.8491910267621, 39488316.23738694191, -650, "-650"
3853553.0961152748205, 39488264.529849253595, -650, "-650"
3853557.5846427250654, 39488212.82231156528, -650, "-650"
3853560.6940994677134, 39488161.114773876965, -650, "-650"
3853561.985699206125, 39488109.40723618865, -650, "-650"
3853561.2265052162111, 39488057.699698500335, -650, "-650"
3853558.3885488025844, 39488005.99216081202, -650, "-650"
3853553.625630794093, 39487954.284623123705, -650, "-650"
3853547.2260571192019, 39487902.57708543539, -650, "-650"
3853539.5484893107787, 39487850.869547747076, -650, "-650"
3853530.9636536524631, 39487799.162010058761, -650, "-650"
3853528.8935384619981, 39487787.337200000882, -650, "-650"
3853521.8065792904235, 39487747.454472370446, -650, "-650"
3853512.3607764961198, 39487695.746934682131, -650, "-650"
3853502.8717488721013, 39487644.039396993816, -650, "-650"
3853493.4706215341575, 39487592.331859305501, -650, "-650"
3853484.0650613717735, 39487540.624321617186, -650, "-650"
3853477.7847692309879, 39487507.444696508348, -650, "-650"
3853474.3150248387828, 39487488.916783928871, -650, "-650"
3853464.2293885652907, 39487437.209246240556, -650, "-650"
3853454.1709440918639, 39487385.501708552241, -650, "-650"
3853444.4735252633691, 39487333.794170863926, -650, "-650"
3853435.2295135543682, 39487282.086633175611, -650, "-650"
3853426.6760000004433, 39487231.849939368665, -650, "-650"
3853426.4354641963728, 39487230.379095487297, -650, "-650"
3853418.1878097248264, 39487178.671557798982, -650, "-650"
3853410.3591092196293, 39487126.964020110667, -650, "-650"
3853402.946732103359, 39487075.256482422352, -650, "-650"
3853395.9607949503697, 39487023.548944734037, -650, "-650"
3853389.4168267161585, 39486971.841407045722, -650, "-650"
3853383.3270271159708, 39486920.133869357407, -650, "-650"
3853377.6915589720011, 39486868.426331669092, -650, "-650"
3853375.5672307694331, 39486847.428389072418, -650, "-650"
3853372.5312617714517, 39486816.718793980777, -650, "-650"
3853367.7912432467565, 39486765.011256292462, -650, "-650"
3853363.383860766422, 39486713.303718596697, -650, "-650"
3853359.2251256983727, 39486661.596180908382, -650, "-650"
3853355.2110494952649, 39486609.888643220067, -650, "-650"
3853351.2229448719881, 39486558.181105531752, -650, "-650"
3853347.1333611635491, 39486506.473567843437, -650, "-650"
3853342.8116215085611, 39486454.766030155122, -650, "-650"
3853338.1284064874053, 39486403.058492466807, -650, "-650"
3853332.9593561589718, 39486351.350954778492, -650, "-650"
3853327.1880836952478, 39486299.643417090178, -650, "-650"
3853324.4584615388885, 39486277.694242164493, -650, "-650"
3853320.8556991876103, 39486247.935879401863, -650, "-650"
3853313.9116323017515, 39486196.228341713548, -650, "-650"
3853306.2217653878033, 39486144.520804025233, -650, "-650"
3853297.7968145972118, 39486092.813266336918, -650, "-650"
3853288.7291811774485, 39486041.105728648603, -650, "-650"
3853279.2564517096616, 39485989.398190960288, -650, "-650"
3853273.3496923078783, 39485956.950367867947, -650, "-650"
3853270.0771261719055, 39485937.690653271973, -650, "-650"
3853262.1877865595743, 39485885.983115583658, -650, "-650"
3853256.549115486443, 39485834.275577895343, -650, "-650"
3853254.7613143003546, 39485782.568040207028, -650, "-650"
3853257.9364240276627, 39485730.860502518713, -650, "-650"
3853265.8526566852815, 39485679.152964830399, -650, "-650"
3853273.3496923078783, 39485644.92239125818, -650, "-650"
3853277.6819499614649, 39485627.445427142084, -650, "-650"
3853292.7433555638418, 39485575.737889453769, -650, "-650"
3853309.6624064953066, 39485524.030351765454, -650, "-650"
3853324.4584615388885, 39485481.704491086304, -650, "-650"
3853328.1267996616662, 39485472.322814077139, -650, "-650"
3853348.5377611434087, 39485420.615276388824, -650, "-650"
3853369.7011063112877, 39485368.907738700509, -650, "-650"
3853375.5672307694331, 39485354.671106114984, -650, "-650"
3853392.4964128620923, 39485317.200201012194, -650, "-650"
3853416.3583017447963, 39485265.492663323879, -650, "-650"
3853426.6760000004433, 39485243.434905871749, -650, "-650"
3853441.8004704099149, 39485213.785125635564, -650, "-650"
3853468.9342999425717, 39485162.077587947249, -650, "-650"
3853477.7847692309879, 39485145.601823680103, -650, "-650"
3853498.4512977954, 39485110.370050258934, -650, "-650"
3853528.8935384619981, 39485061.931611910462, -650, "-650"
3853531.1051809838973, 39485058.66251257062, -650, "-650"
3853568.5355918840505, 39485006.954974882305, -650, "-650"
3853580.0023076925427, 39484992.974542237818, -650, "-650"
3853611.7724801977165, 39484955.24743719399, -650, "-650"
3853631.1110769235529, 39484935.636622108519, -650, "-650"
3853657.7381140417419, 39484903.539899505675, -650, "-650"
3853682.2198461540975, 39484874.460237316787, -650, "-650"
3853695.5275550754741, 39484851.83236181736, -650, "-650"
3853713.5221906602383, 39484800.124824129045, -650, "-650"
3853713.4274935303256, 39484748.41728644073, -650, "-650"
3853704.2371945371851, 39484696.709748752415, -650, "-650"
3853691.9516170336865, 39484645.0022110641, -650, "-650"
3853682.2198461540975, 39484604.456721827388, -650, "-650"
3853679.1330141774379, 39484593.294673375785, -650, "-650"
3853666.5499284351245, 39484541.58713568747, -650, "-650"
3853655.5735890283249, 39484489.879597999156, -650, "-650"
3853645.8107489626855, 39484438.172060310841, -650, "-650"
3853636.9068378186785, 39484386.464522622526, -650, "-650"
3853631.1110769235529, 39484351.002217486501, -650, "-650"
3853628.4635406872258, 39484334.756984934211, -650, "-650"
3853620.1674924860708, 39484283.049447245896, -650, "-650"
3853611.8756829444319, 39484231.341909557581, -650, "-650"
3853603.2345329956152, 39484179.634371869266, -650, "-650"
3853593.8771506226622, 39484127.926834180951, -650, "-650"
3853583.4010943239555, 39484076.219296492636, -650, "-650"
3853580.0023076925427, 39484061.980920687318, -650, "-650"
3853571.4527741209604, 39484024.511758804321, -650, "-650"
3853557.5926784193143, 39483972.804221116006, -650, "-650"
3853541.1145978085697, 39483921.096683427691, -650, "-650"
3853528.8935384619981, 39483889.783930554986, -650, "-650"
3853521.3396604997106, 39483869.389145739377, -650, "-650"
3853497.4246421582066, 39483817.681608051062, -650, "-650"
3853477.7847692309879, 39483784.071609884501, -650, "-650"
3853467.4587994012982, 39483765.974070362747, -650, "-650"
3853429.0341095058247, 39483714.266532674432, -650, "-650"
3853426.6760000004433, 39483711.699687644839, -650, "-650"
3853377.4082910302095, 39483662.558994986117, -650, "-650"
3853375.5672307694331, 39483661.039839163423, -650, "-650"
3853324.4584615388885, 39483624.579652771354, -650, "-650"
3853299.1576532544568, 39483610.851457297802, -650, "-650"
3853273.3496923078783, 39483597.888117745519, -650, "-650"
3853222.2409230773337, 39483578.574333481491, -650, "-650"
3853171.1321538463235, 39483564.498958043754, -650, "-650"
3853146.9238361059688, 39483559.143919609487, -650, "-650"
3853120.0233846157789, 39483553.123516850173, -650, "-650"
3853068.9146153847687, 39483542.597309313715, -650, "-650"
3853017.8058461542241, 39483530.973773524165, -650, "-650"
3852966.6970769236796, 39483515.433690421283, -650, "-650"
3852950.3686572774313, 39483507.436381921172, -650, "-650"
3852915.5883076926693, 39483491.803110666573, -650, "-650"
3852871.9974081870168, 39483455.728844232857, -650, "-650"
3852864.4795384621248, 39483447.221455134451, -650, "-650"
3852837.2043170444667, 39483404.021306544542, -650, "-650"
3852818.5714785573073, 39483352.313768856227, -650, "-650"
3852813.3707692311145, 39483332.626765079796, -650, "-650"
3852804.6166074359789, 39483300.606231160462, -650, "-650"
3852791.4738251599483, 39483248.898693472147, -650, "-650"
3852776.9109914693981, 39483197.191155783832, -650, "-650"
3852762.26200000057, 39483151.569958172739, -650, "-650"
3852760.3114414960146, 39483145.483618095517, -650, "-650"
3852742.3822938823141, 39483093.776080407202, -650, "-650"
3852722.016666484531, 39483042.068542718887, -650, "-650"
3852711.1532307695597, 39483016.75804271549, -650, "-650"
3852699.7980663846247, 39482990.361005030572, -650, "-650"
3852675.8644206305034, 39482938.653467342257, -650, "-650"
3852660.0444615390152, 39482906.662628576159, -650, "-650"
3852650.2445414629765, 39482886.945929653943, -650, "-650"
3852623.3985762824304, 39482835.238391965628, -650, "-650"
3852608.9356923080049, 39482808.591075196862, -650, "-650"
3852595.2965742587112, 39482783.530854277313, -650, "-650"
3852565.9227345087565, 39482731.823316588998, -650, "-650"
3852557.8269230774604, 39482717.884494148195, -650, "-650"
3852535.5857371222228, 39482680.115778900683, -650, "-650"
3852506.7181538464502, 39482632.619833081961, -650, "-650"
3852504.0896869315766, 39482628.408241212368, -650, "-650"
3852473.221433351282, 39482576.700703524053, -650, "-650"
3852455.6093846159056, 39482543.647148326039, -650, "-650"
3852445.5151161327958, 39482524.993165835738, -650, "-650"
3852425.2720954972319, 39482473.285628147423, -650, "-650"
3852412.0161824692041, 39482421.578090459108, -650, "-650"
3852404.5006153848954, 39482381.965613871813, -650, "-650"
3852402.4828509199433, 39482369.870552770793, -650, "-650"
3852394.5261712730862, 39482318.163015082479, -650, "-650"
3852386.3745491416194, 39482266.455477394164, -650, "-650"
3852377.6535872058012, 39482214.747939705849, -650, "-650"
3852368.3439494492486, 39482163.040402017534, -650, "-650"
3852358.6523231402971, 39482111.332864329219, -650, "-650"
3852353.3918461543508, 39482083.064740136266, -650, "-650"
3852349.1049186787568, 39482059.625326640904, -650, "-650"
3852340.0865717208944, 39482007.917788952589, -650, "-650"
3852331.8391941320151, 39481956.210251264274, -650, "-650"
3852324.6041162926704, 39481904.502713575959, -650, "-650"
3852318.34198333323, 39481852.795175887644, -650, "-650"
3852312.8564851782285, 39481801.087638199329, -650, "-650"
3852307.9346480276436, 39481749.380100511014, -650, "-650"
3852303.4101411118172, 39481697.6725628227, -650, "-650"
3852302.2830769233406, 39481684.042882062495, -650, "-650"
3852299.229789245408, 39481645.965025134385, -650, "-650"
3852295.2584689329378, 39481594.25748744607, -650, "-650"
3852291.4119402808137, 39481542.549949757755, -650, "-650"
3852287.633878740482, 39481490.84241206944, -650, "-650"
3852283.8653428265825, 39481439.134874381125, -650, "-650"
3852280.0448049982078, 39481387.42733669281, -650, "-650"
3852276.1124365096912, 39481335.719799004495, -650, "-650"
3852272.0171370934695, 39481284.01226131618, -650, "-650"
3852267.7255569919944, 39481232.304723627865, -650, "-650"
3852263.2325569782406, 39481180.59718593955, -650, "-650"
3852258.5717013636604, 39481128.889648251235, -650, "-650"
3852253.822578761261, 39481077.182110562921, -650, "-650"
3852251.174307692796, 39481048.380162343383, -650, "-650"
3852249.1081379032694, 39481025.474572874606, -650, "-650"
3852244.5596773270518, 39480973.767035186291, -650, "-650"
3852240.3346409602091, 39480922.059497497976, -650, "-650"
3852236.5677192634903, 39480870.351959809661, -650, "-650"
3852233.3132210182957, 39480818.644422121346, -650, "-650"
3852230.5005108015612, 39480766.936884433031, -650, "-650"
3852227.9106816221029, 39480715.229346744716, -650, "-650"
3852225.1860660398379, 39480663.521809056401, -650, "-650"
3852221.8777647120878, 39480611.814271368086, -650, "-650"
3852217.5269264886156, 39480560.106733679771, -650, "-650"
3852211.7620233348571, 39480508.399195991457, -650, "-650"
3852204.3805137579329, 39480456.691658303142, -650, "-650"
3852200.0655384617858, 39480431.352385662496, -650, "-650"
3852195.3555654515512, 39480404.984120614827, -650, "-650"
3852184.7934583979659, 39480353.276582926512, -650, "-650"
3852173.0437588747591, 39480301.569045238197, -650, "-650"
3852160.5608851551078, 39480249.861507549882, -650, "-650"
3852148.9567692312412, 39480202.506406910717, -650, "-650"
3852147.8100202409551, 39480198.153969861567, -650, "-650"
3852135.0359267252497, 39480146.446432173252, -650, "-650"
3852123.0458538937382, 39480094.738894484937, -650, "-650"
3852112.1974273482338, 39480043.031356796622, -650, "-650"
3852102.6574365268461, 39479991.323819108307, -650, "-650"
3852097.848000000231, 39479961.167686223984, -650, "-650"
3852094.3573597306386, 39479939.616281419992, -650, "-650"
3852087.1443559229374, 39479887.908743724227, -650, "-650"
3852080.6677725850604, 39479836.201206035912, -650, "-650"
3852074.4436937896535, 39479784.493668347597, -650, "-650"
3852067.9839466009289, 39479732.786130659282, -650, "-650"
3852060.8309350833297, 39479681.078592970967, -650, "-650"
3852052.572007112205, 39479629.371055282652, -650, "-650"
3852046.7392307696864, 39479598.166416600347, -650, "-650"
3852043.0085748950951, 39479577.663517594337, -650, "-650"
3852032.0145303509198, 39479525.955979906023, -650, "-650"
3852019.0674144588411, 39479474.248442217708, -650, "-650"
3852003.8871725378558, 39479422.540904529393, -650, "-650"
3851995.6304615386762, 39479397.798124454916, -650, "-650"
3851986.7153226989321, 39479370.833366841078, -650, "-650"
3851967.3727564285509, 39479319.125829152763, -650, "-650"
3851945.0190048408695, 39479267.418291464448, -650, "-650"
3851944.5216923081316, 39479266.320700287819, -650, "-650"
3851921.1474689384922, 39479215.710753776133, -650, "-650"
3851893.8630006811582, 39479164.003216087818, -650, "-650"
3851893.4129230771214, 39479163.042785547674, -650, "-650"
3851867.0925578111783, 39479112.295678399503, -650, "-650"
3851852.0153178186156, 39479060.588140711188, -650, "-650"
3851864.9583109337837, 39479008.880603022873, -650, "-650"
3851883.1508807358332, 39478957.173065334558, -650, "-650"
3851893.4129230771214, 39478927.787190467119, -650, "-650"
3851901.607004262507, 39478905.465527646244, -650, "-650"
3851919.8961988338269, 39478853.757989957929, -650, "-650"
3851936.6632333388552, 39478802.050452269614, -650, "-650"
3851944.5216923081316, 39478776.012229129672, -650, "-650"
3851952.7142521291971, 39478750.342914581299, -650, "-650"
3851968.0025736046955, 39478698.635376892984, -650, "-650"
3851982.0748698138632, 39478646.927839204669, -650, "-650"
3851995.0928396335803, 39478595.220301516354, -650, "-650"
3851995.6304615386762, 39478592.909276150167, -650, "-650"
3852007.7358261127956, 39478543.512763828039, -650, "-650"
3852019.456608382985, 39478491.805226139724, -650, "-650"
3852030.3438945431262, 39478440.097688451409, -650, "-650"
3852040.4984254343435, 39478388.390150763094, -650, "-650"
3852046.7392307696864, 39478354.295933566988, -650, "-650"
3852050.1137188184075, 39478336.68261307478, -650, "-650"
3852059.3098180764355, 39478284.975075386465, -650, "-650"
3852067.9438479864039, 39478233.26753769815, -650, "-650"
3852076.0842520189472, 39478181.560000009835, -650, "-650"
3853327.2961051813327, 39488471.360000006855, -600, "-600"
3853335.2446787520312, 39488419.65246231854, -600, "-600"
3853344.1520223733969, 39488367.944924630225, -600, "-600"
3853353.8333292114548, 39488316.23738694191, -600, "-600"
3853363.9226198894903, 39488264.529849253595, -600, "-600"
3853373.7214551148936, 39488212.82231156528, -600, "-600"
3853375.5672307694331, 39488201.568872757256, -600, "-600"
3853381.6645074598491, 39488161.114773876965, -600, "-600"
3853386.0771497772075, 39488109.40723618865, -600, "-600"
3853385.0299463281408, 39488057.699698500335, -600, "-600"
3853378.6724671865813, 39488005.99216081202, -600, "-600"
3853375.5672307694331, 39487988.98854546994, -600, "-600"
3853368.7266482640989, 39487954.284623123705, -600, "-600"
3853356.9801316447556, 39487902.57708543539, -600, "-600"
3853344.5984296053648, 39487850.869547747076, -600, "-600"
3853332.0752515462227, 39487799.162010058761, -600, "-600"
3853324.4584615388885, 39487767.251885399222, -600, "-600"
3853319.6070467848331, 39487747.454472370446, -600, "-600"
3853307.4616422923282, 39487695.746934682131, -600, "-600"
3853296.0713062146679, 39487644.039396993816, -600, "-600"
3853286.0045096133836, 39487592.331859305501, -600, "-600"
3853277.9764668629505, 39487540.624321617186, -600, "-600"
3853273.3496923078783, 39487500.785234741867, -600, "-600"
3853272.0202572951093, 39487488.916783928871, -600, "-600"
3853267.4494725102559, 39487437.209246240556, -600, "-600"
3853263.5128300655633, 39487385.501708552241, -600, "-600"
3853259.8233662424609, 39487333.794170863926, -600, "-600"
3853256.2254404746927, 39487282.086633175611, -600, "-600"
3853252.665049710311, 39487230.379095487297, -600, "-600"
3853249.1288316994905, 39487178.671557798982, -600, "-600"
3853245.6178163830191, 39487126.964020110667, -600, "-600"
3853242.1361094890162, 39487075.256482422352, -600, "-600"
3853238.6856003720313, 39487023.548944734037, -600, "-600"
3853235.2629975993186, 39486971.841407045722, -600, "-600"
3853231.8578231502324, 39486920.133869357407, -600, "-600"
3853228.4510161331855, 39486868.426331669092, -600, "-600"
3853225.0142184868455, 39486816.718793980777, -600, "-600"
3853222.2409230773337, 39486775.869689546525, -600, "-600"
3853221.5197713156231, 39486765.011256292462, -600, "-600"
3853217.9554740078747, 39486713.303718596697, -600, "-600"
3853214.2374398838729, 39486661.596180908382, -600, "-600"
3853210.3134178258479, 39486609.888643220067, -600, "-600"
3853206.1301667527296, 39486558.181105531752, -600, "-600"
3853201.6353314798325, 39486506.473567843437, -600, "-600"
